"gene";"cluster";"celltype";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"BdiBd21-3.1G0889500";"6";"Early GCs";2.69295261633976e-17;1.66048050481314;0.325;0.16;1.05208272815162e-12
"BdiBd21-3.2G0226800";"6";"Early GCs";3.10538610813623e-17;1.47466326896628;0.364;0.195;1.21321224472666e-12
"BdiBd21-3.1G0083500";"6";"Early GCs";3.10897878299925e-17;-1.17259576581095;0.554;0.669;1.21461583094215e-12
"BdiBd21-3.1G0635000";"6";"Early GCs";3.20759599015153e-17;1.45275076865687;0.28;0.125;1.2531436014324e-12
"BdiBd21-3.1G1026800";"6";"Early GCs";3.23773791947289e-17;-2.12597643542902;0.151;0.37;1.26491945037967e-12
"BdiBd21-3.2G0126900";"6";"Early GCs";3.26384010568974e-17;-2.55397107295027;0.06;0.273;1.27511705249087e-12
"BdiBd21-3.4G0596000";"6";"Early GCs";3.92668195404026e-17;1.37727134407314;0.262;0.11;1.53407610580445e-12
"BdiBd21-3.2G0123500";"6";"Early GCs";3.92684999283481e-17;1.742381620019;0.334;0.173;1.5341417552007e-12
"BdiBd21-3.3G0569600";"6";"Early GCs";3.99707306506337e-17;-3.14087623172091;0.054;0.26;1.56157650505896e-12
"BdiBd21-3.4G0297100";"6";"Early GCs";5.19289590856887e-17;1.00248906672565;0.617;0.474;2.02876057355969e-12
"BdiBd21-3.2G0773000";"6";"Early GCs";5.26024025298269e-17;1.1904870577573;0.404;0.22;2.05507066203528e-12
"BdiBd21-3.2G0269700";"6";"Early GCs";5.80465110397401e-17;-3.33210377412487;0.054;0.256;2.26776109330057e-12
"BdiBd21-3.2G0478700";"6";"Early GCs";6.1365309368788e-17;1.69753810135747;0.253;0.107;2.39741990641981e-12
"BdiBd21-3.4G0507400";"6";"Early GCs";6.86322413781713e-17;-2.50728879317033;0.145;0.363;2.6813244061624e-12
"BdiBd21-3.1G0073900";"6";"Early GCs";6.91795206897489e-17;-0.871155388839425;0.693;0.766;2.70270551430711e-12
"BdiBd21-3.3G0182500";"6";"Early GCs";7.1367544193061e-17;-1.10480343936219;0.509;0.65;2.78818721653451e-12
"BdiBd21-3.4G0556200";"6";"Early GCs";8.42356024689516e-17;-2.25306328055197;0.09;0.3;3.290916517257e-12
"BdiBd21-3.5G0026800";"6";"Early GCs";8.92286328159977e-17;-1.39044134007096;0.172;0.404;3.4859842268554e-12
"BdiBd21-3.3G0676300";"6";"Early GCs";9.14077512806609e-17;0.463239753658518;0.967;0.844;3.57111802703286e-12
"BdiBd21-3.1G0456800";"6";"Early GCs";9.23032585011688e-17;-2.45296654038318;0.316;0.503;3.60610370312366e-12
"BdiBd21-3.5G0319100";"6";"Early GCs";9.31539237250514e-17;-2.41967241111853;0.111;0.327;3.63933749209031e-12
"BdiBd21-3.3G0146100";"6";"Early GCs";9.9121610458497e-17;-2.00288572285351;0.093;0.312;3.87248307739256e-12
"BdiBd21-3.5G0183100";"6";"Early GCs";1.22420281871168e-16;0.664487154051549;0.819;0.728;4.78271557214279e-12
"BdiBd21-3.3G0329400";"6";"Early GCs";1.4125522761918e-16;-2.67961887195633;0.057;0.262;5.51855923262612e-12
"BdiBd21-3.1G0235500";"6";"Early GCs";1.51529826937969e-16;-0.95174462285613;0.81;0.813;5.91996727881259e-12
"BdiBd21-3.5G0288600";"6";"Early GCs";1.52750407933803e-16;-1.45222519901288;0.223;0.457;5.96765293715782e-12
"BdiBd21-3.1G0441500";"6";"Early GCs";1.5452739037949e-16;-1.70158431452068;0.38;0.583;6.03707608734593e-12
"BdiBd21-3.5G0119800";"6";"Early GCs";1.60437030799668e-16;-1.68151621779227;0.163;0.382;6.26795391928142e-12
"BdiBd21-3.4G0290300";"6";"Early GCs";1.61675044650124e-16;1.21491251348507;0.479;0.308;6.31632064439104e-12
"BdiBd21-3.4G0526900";"6";"Early GCs";1.7699316478271e-16;-1.21006471734624;0.313;0.535;6.91476896173093e-12
"BdiBd21-3.3G0260200";"6";"Early GCs";1.80782675877606e-16;1.6361587359013;0.256;0.111;7.0628175811863e-12
"BdiBd21-3.2G0693300";"6";"Early GCs";1.83557798330491e-16;-0.936427901370387;0.702;0.756;7.17123606517562e-12
"BdiBd21-3.1G0435800";"6";"Early GCs";1.93825469608749e-16;0.555095457134311;0.72;0.538;7.57237344667461e-12
"BdiBd21-3.1G0856600";"6";"Early GCs";2.0703111529445e-16;0.984984576798793;0.479;0.248;8.08829161232359e-12
"BdiBd21-3.1G0038800";"6";"Early GCs";2.07173503211245e-16;1.08368469623167;0.536;0.381;8.09385442345694e-12
"BdiBd21-3.3G0648800";"6";"Early GCs";2.18051574210759e-16;-1.61659771024149;0.133;0.357;8.51883890126592e-12
"BdiBd21-3.2G0299400";"6";"Early GCs";2.2516018605495e-16;-2.95083038391927;0.521;0.621;8.7965581487948e-12
"BdiBd21-3.3G0510300";"6";"Early GCs";2.41008136801281e-16;0.837774643569294;0.687;0.549;9.41570588855244e-12
"BdiBd21-3.3G0181900";"6";"Early GCs";2.43839742062151e-16;-0.851013258148736;0.765;0.81;9.5263310428841e-12
"BdiBd21-3.3G0730100";"6";"Early GCs";2.50162035726208e-16;-1.00974899348771;0.837;0.839;9.77333041175151e-12
"BdiBd21-3.2G0653800";"6";"Early GCs";2.59621364686249e-16;-2.1041550811135;0.127;0.335;1.01428874755624e-11
"BdiBd21-3.1G0356000";"6";"Early GCs";2.60303321083693e-16;1.31365834111654;0.47;0.301;1.01695301480977e-11
"BdiBd21-3.3G0671900";"6";"Early GCs";2.70116855612058e-16;-1.78586069679553;0.145;0.355;1.05529253150519e-11
"BdiBd21-3.2G0331800";"6";"Early GCs";2.92402534969799e-16;0.880120169120008;0.654;0.501;1.14235822362001e-11
"BdiBd21-3.3G0122300";"6";"Early GCs";3.03483891003973e-16;1.01172695472826;0.431;0.242;1.18565086537432e-11
"BdiBd21-3.3G0608800";"6";"Early GCs";3.61960994852647e-16;1.17865241866134;0.467;0.294;1.41410921469032e-11
"BdiBd21-3.3G0148500";"6";"Early GCs";3.64194793761091e-16;-1.68146970294217;0.175;0.399;1.42283622026583e-11
"BdiBd21-3.1G0894000";"6";"Early GCs";3.66586717749977e-16;-2.72518925361441;0.229;0.426;1.43218098890561e-11
"BdiBd21-3.2G0256300";"6";"Early GCs";3.90079320988066e-16;1.40379031276036;0.361;0.195;1.52396189123618e-11
"BdiBd21-3.3G0190800";"6";"Early GCs";3.9672792412942e-16;-0.876692789639447;0.687;0.78;1.54993665398882e-11
"BdiBd21-3.2G0570400";"6";"Early GCs";4.24872805816441e-16;1.25200019249175;0.461;0.286;1.65989307776367e-11
"BdiBd21-3.3G0718500";"6";"Early GCs";4.31959863982125e-16;1.40244587899875;0.34;0.175;1.68758079660536e-11
"BdiBd21-3.1G0816000";"6";"Early GCs";4.42350623264727e-16;-1.40773510713863;0.187;0.413;1.72817541497064e-11
"BdiBd21-3.5G0266400";"6";"Early GCs";4.68941918146621e-16;0.969518868878622;0.62;0.472;1.83206228581522e-11
"BdiBd21-3.2G0712200";"6";"Early GCs";4.72675175391692e-16;-1.90583243650368;0.181;0.399;1.84664737522026e-11
"BdiBd21-3.3G0031400";"6";"Early GCs";4.73893566362197e-16;-1.34710939989426;0.352;0.563;1.85140738506383e-11
"BdiBd21-3.1G0402700";"6";"Early GCs";4.86998312396288e-16;-0.776619383818094;0.816;0.833;1.90260500686982e-11
"BdiBd21-3.4G0483500";"6";"Early GCs";4.98505881416652e-16;-1.04855698998556;0.524;0.665;1.94756277751858e-11
"BdiBd21-3.1G0746100";"6";"Early GCs";5.21512453634546e-16;-1.17910909996175;0.283;0.501;2.03744485385944e-11
"BdiBd21-3.3G0784400";"6";"Early GCs";5.68135400230664e-16;1.08524060790172;0.464;0.286;2.21959138162116e-11
"BdiBd21-3.4G0464000";"6";"Early GCs";5.80171493594844e-16;1.70968501820396;0.28;0.132;2.26661399117634e-11
"BdiBd21-3.2G0212200";"6";"Early GCs";5.86363579173289e-16;0.57687341327244;0.753;0.605;2.29080523111421e-11
"BdiBd21-3.3G0509100";"6";"Early GCs";6.26235321756815e-16;-3.10161106932164;0.093;0.297;2.44657615503952e-11
"BdiBd21-3.1G0702900";"6";"Early GCs";6.50019891417456e-16;-1.44252087648103;0.419;0.6;2.53949771178972e-11
"BdiBd21-3.3G0223000";"6";"Early GCs";6.82258179284543e-16;-1.06403919262607;0.666;0.714;2.66544625482885e-11
"BdiBd21-3.4G0198300";"6";"Early GCs";7.45948712832132e-16;-2.00302178691544;0.28;0.476;2.91427243129257e-11
"BdiBd21-3.4G0595200";"6";"Early GCs";7.85368465701073e-16;1.26599280989293;0.443;0.277;3.06827752180095e-11
"BdiBd21-3.1G0698900";"6";"Early GCs";7.88719546977156e-16;1.65019123845122;0.25;0.093;3.08136952613035e-11
"BdiBd21-3.3G0219400";"6";"Early GCs";8.17755112906343e-16;0.762603339254078;0.678;0.519;3.1948056751025e-11
"BdiBd21-3.3G0034900";"6";"Early GCs";8.72917381272318e-16;-1.9632140984716;0.084;0.289;3.41031362515469e-11
"BdiBd21-3.4G0306000";"6";"Early GCs";9.11543022849142e-16;-1.8206282999102;0.12;0.335;3.56121628166703e-11
"BdiBd21-3.2G0105800";"6";"Early GCs";1.00845773232013e-15;1.34520961908896;0.419;0.252;3.9398426686283e-11
"BdiBd21-3.1G0660500";"6";"Early GCs";1.01190664338974e-15;-2.4294491132029;0.075;0.275;3.95331687439503e-11
"BdiBd21-3.5G0253100";"6";"Early GCs";1.06676347095571e-15;-2.82643418633614;0.539;0.613;4.16763152832976e-11
"BdiBd21-3.3G0638200";"6";"Early GCs";1.13755191200865e-15;-1.29475232629229;0.334;0.512;4.44418780983541e-11
"BdiBd21-3.3G0487200";"6";"Early GCs";1.17328047463794e-15;-0.77617004749629;0.843;0.847;4.5837721583155e-11
"BdiBd21-3.1G0930900";"6";"Early GCs";1.1883335530829e-15;1.07241406893825;0.271;0.118;4.64258152518426e-11
"BdiBd21-3.1G1034000";"6";"Early GCs";1.26568043015528e-15;1.2774293405002;0.328;0.165;4.94476030453063e-11
"BdiBd21-3.4G0361900";"6";"Early GCs";1.37190846973054e-15;-2.82828841639502;0.557;0.621;5.35977200954327e-11
"BdiBd21-3.1G0131800";"6";"Early GCs";1.37530857891805e-15;1.57597025922887;0.298;0.147;5.37305555611703e-11
"BdiBd21-3.3G0217400";"6";"Early GCs";1.38350237637658e-15;-0.712567557005793;0.907;0.86;5.40506708402802e-11
"BdiBd21-3.1G0402500";"6";"Early GCs";1.5436307790593e-15;0.827169924930857;0.509;0.317;6.03065672762886e-11
"BdiBd21-3.3G0674700";"6";"Early GCs";1.7056463185725e-15;1.28356847216071;0.404;0.245;6.66361903739904e-11
"BdiBd21-3.3G0732300";"6";"Early GCs";1.74161862843089e-15;0.957278332498091;0.575;0.404;6.8041556575538e-11
"BdiBd21-3.2G0741300";"6";"Early GCs";1.79120302704646e-15;1.43091283414816;0.38;0.218;6.99787198606512e-11
"BdiBd21-3.1G0728500";"6";"Early GCs";1.9003211347302e-15;-1.94835071888618;0.169;0.384;7.42417460916396e-11
"BdiBd21-3.3G0700500";"6";"Early GCs";1.90877676861815e-15;1.61780539813211;0.259;0.117;7.45720907963739e-11
"BdiBd21-3.2G0162200";"6";"Early GCs";1.99742933889933e-15;0.514178369513985;0.877;0.75;7.8035569412119e-11
"BdiBd21-3.2G0632400";"6";"Early GCs";2.03081238257546e-15;1.35063568574193;0.274;0.124;7.93397781624582e-11
"BdiBd21-3.1G0020000";"6";"Early GCs";2.12100065612915e-15;-1.35103970214883;0.34;0.512;8.28632536336538e-11
"BdiBd21-3.1G0738000";"6";"Early GCs";2.19273130390387e-15;-1.05568688285456;0.437;0.61;8.56656265809165e-11
"BdiBd21-3.3G0098800";"6";"Early GCs";2.28273666979972e-15;0.997887169274276;0.545;0.379;8.91819562157354e-11
"BdiBd21-3.4G0074900";"6";"Early GCs";2.42390235892813e-15;0.763989818030154;0.732;0.609;9.46970173586043e-11
"BdiBd21-3.5G0252900";"6";"Early GCs";2.526714730327e-15;1.13794936639378;0.37;0.204;9.87136910844154e-11
"BdiBd21-3.1G0957900";"6";"Early GCs";2.76604167824963e-15;-1.33182967516941;0.322;0.523;1.08063716285857e-10
"BdiBd21-3.5G0189400";"6";"Early GCs";2.95420487769741e-15;-0.921977473912304;0.651;0.709;1.15414876161882e-10
"BdiBd21-3.2G0644100";"6";"Early GCs";3.22913029789897e-15;1.31720890812607;0.337;0.179;1.26155662478317e-10
"BdiBd21-3.5G0349200";"6";"Early GCs";3.25365729764614e-15;1.29491172142146;0.253;0.11;1.27113883304439e-10
"BdiBd21-3.2G0218500";"6";"Early GCs";3.3686050919369e-15;0.961639050467295;0.542;0.379;1.31604663731791e-10
"BdiBd21-3.2G0493900";"6";"Early GCs";3.40065035903983e-15;1.49676620438095;0.431;0.252;1.32856608226968e-10
"BdiBd21-3.2G0773300";"6";"Early GCs";3.77833654280384e-15;0.570437147746781;0.867;0.768;1.4761205205426e-10
"BdiBd21-3.1G0876400";"6";"Early GCs";3.91900790935686e-15;-1.0644430043805;0.241;0.466;1.53107801002754e-10
"BdiBd21-3.3G0540900";"6";"Early GCs";4.44691564434429e-15;1.38075706188784;0.286;0.139;1.73732100393243e-10
"BdiBd21-3.2G0381900";"6";"Early GCs";4.53913951469756e-15;-1.22867809739873;0.34;0.525;1.77335102560204e-10
"BdiBd21-3.1G0381400";"6";"Early GCs";4.5862712867415e-15;1.34076643776124;0.325;0.169;1.79176446630417e-10
"BdiBd21-3.1G0932600";"6";"Early GCs";4.62430928055286e-15;1.0643395214468;0.334;0.164;1.80662514972639e-10
"BdiBd21-3.1G0072100";"6";"Early GCs";4.74329741990965e-15;-0.990653510413702;0.476;0.631;1.8531114360103e-10
"BdiBd21-3.3G0511300";"6";"Early GCs";4.77067306046991e-15;-1.30916013199687;0.241;0.444;1.86380655126438e-10
"BdiBd21-3.2G0797200";"6";"Early GCs";5.06335364684044e-15;0.661260543515308;0.849;0.709;1.97815100274762e-10
"BdiBd21-3.3G0366900";"6";"Early GCs";5.32338438837909e-15;-0.964057982326739;0.678;0.712;2.07973981285194e-10
"BdiBd21-3.2G0643400";"6";"Early GCs";5.39718667844261e-15;-3.2649126904656;0.187;0.365;2.10857289153396e-10
"BdiBd21-3.2G0113100";"6";"Early GCs";5.52173068239472e-15;0.711506461778493;0.738;0.617;2.15722974299797e-10
"BdiBd21-3.2G0788300";"6";"Early GCs";5.54666222958438e-15;1.4634584727086;0.313;0.136;2.16696999985403e-10
"BdiBd21-3.4G0503300";"6";"Early GCs";5.68776639123175e-15;-1.2533969837838;0.217;0.442;2.22209657372642e-10
"BdiBd21-3.4G0029700";"6";"Early GCs";5.82726516972269e-15;1.1843165637261;0.265;0.12;2.27659595650726e-10
"BdiBd21-3.1G0150400";"6";"Early GCs";5.92241608845413e-15;1.33711040499554;0.343;0.177;2.31376951743726e-10
"BdiBd21-3.5G0165000";"6";"Early GCs";6.06738116858204e-15;-1.23997838695216;0.208;0.436;2.37040447494163e-10
"BdiBd21-3.4G0525000";"6";"Early GCs";6.40625793614005e-15;1.49355146323983;0.298;0.149;2.50279685049119e-10
"BdiBd21-3.2G0576000";"6";"Early GCs";6.82956766882785e-15;0.898849681279626;0.563;0.405;2.66817549685766e-10
"BdiBd21-3.1G0041700";"6";"Early GCs";6.86913129179412e-15;-2.61142825239052;0.096;0.288;2.68363221307813e-10
"BdiBd21-3.2G0521700";"6";"Early GCs";7.13875281978142e-15;-2.50133083398145;0.069;0.259;2.78896795163221e-10
"BdiBd21-3.1G0090800";"6";"Early GCs";7.92451866691207e-15;-0.927952154352228;0.648;0.73;3.09595095278921e-10
"BdiBd21-3.3G0468900";"6";"Early GCs";8.19073247591993e-15;-2.78315139524625;0.087;0.267;3.1999553636924e-10
"BdiBd21-3.1G0929200";"6";"Early GCs";8.20257180597774e-15;-0.838041500558284;0.955;0.904;3.20458075315938e-10
"BdiBd21-3.1G0659700";"6";"Early GCs";8.34347388816703e-15;-1.46410667400848;0.139;0.352;3.2596283786291e-10
"BdiBd21-3.1G0264900";"6";"Early GCs";8.8433044164096e-15;-1.25101935215335;0.346;0.565;3.4549021694029e-10
"BdiBd21-3.2G0740000";"6";"Early GCs";9.04683388388677e-15;-1.41784346558882;0.172;0.385;3.53441706175688e-10
"BdiBd21-3.4G0086400";"6";"Early GCs";9.77468748122298e-15;1.27912607347387;0.428;0.272;3.81877490516419e-10
"BdiBd21-3.2G0702500";"6";"Early GCs";1.04498238142277e-14;1.00221188949322;0.413;0.241;4.0825371677425e-10
"BdiBd21-3.2G0745100";"6";"Early GCs";1.05815731301259e-14;-1.26134369975114;0.416;0.592;4.13400899047759e-10
"BdiBd21-3.2G0295000";"6";"Early GCs";1.09700223114203e-14;1.03415891635252;0.515;0.368;4.28576831662566e-10
"BdiBd21-3.5G0100900";"6";"Early GCs";1.1009767860954e-14;-1.91851979075474;0.075;0.271;4.30129610791751e-10
"BdiBd21-3.3G0545500";"6";"Early GCs";1.10141235978829e-14;1.81213863738026;0.256;0.121;4.3029978072209e-10
"BdiBd21-3.1G0156000";"6";"Early GCs";1.10938245512176e-14;0.847095406183973;0.648;0.49;4.33413537566968e-10
"BdiBd21-3.2G0553100";"6";"Early GCs";1.18368317140612e-14;0.634146503015125;0.78;0.616;4.62441341404941e-10
"BdiBd21-3.1G0574400";"6";"Early GCs";1.18394120144985e-14;-1.91399629292712;0.093;0.288;4.62542148582426e-10
"BdiBd21-3.4G0476300";"6";"Early GCs";1.24432965631221e-14;-1.35711783959495;0.178;0.385;4.86134710128055e-10
"BdiBd21-3.1G0471600";"6";"Early GCs";1.33832572257737e-14;1.34164788139418;0.358;0.204;5.22857093296528e-10
"BdiBd21-3.3G0452800";"6";"Early GCs";1.36810649665824e-14;-2.25709677003787;0.09;0.284;5.34491846114442e-10
"BdiBd21-3.1G1032400";"6";"Early GCs";1.37908883049082e-14;0.532254761952865;0.774;0.626;5.38782424296153e-10
"BdiBd21-3.1G0175500";"6";"Early GCs";1.43230120603018e-14;1.14600557570395;0.515;0.355;5.59571435171871e-10
"BdiBd21-3.1G0938800";"6";"Early GCs";1.43717457509244e-14;-1.81824965794734;0.078;0.274;5.61475362997113e-10
"BdiBd21-3.4G0066100";"6";"Early GCs";1.46398015850532e-14;-2.07334460072904;0.193;0.397;5.71947768324857e-10
"BdiBd21-3.3G0124300";"6";"Early GCs";1.62129903587845e-14;-1.75255868349393;0.16;0.362;6.33409107336994e-10
"BdiBd21-3.5G0306900";"6";"Early GCs";1.7335135050823e-14;-1.22214327379921;0.316;0.516;6.77249056165553e-10
"BdiBd21-3.3G0617000";"6";"Early GCs";1.75405883168489e-14;0.796718688211626;0.681;0.554;6.85275704362654e-10
"BdiBd21-3.1G0578800";"6";"Early GCs";1.79991680969237e-14;-2.3131061369789;0.09;0.276;7.03191499210613e-10
"BdiBd21-3.1G0235100";"6";"Early GCs";1.8427718754912e-14;-1.08083913894397;0.289;0.489;7.19934116316903e-10
"BdiBd21-3.1G1038900";"6";"Early GCs";2.05124974349761e-14;-1.17324009637078;0.307;0.503;8.01382249789646e-10
"BdiBd21-3.3G0068700";"6";"Early GCs";2.06180267185926e-14;-2.66238479824321;0.084;0.265;8.05505067841975e-10
"BdiBd21-3.3G0701900";"6";"Early GCs";2.08130307908715e-14;0.935921287884055;0.584;0.462;8.13123486937767e-10
"BdiBd21-3.2G0504000";"6";"Early GCs";2.13666814442369e-14;0.579945910319433;0.78;0.624;8.34753510663448e-10
"BdiBd21-3.5G0339700";"6";"Early GCs";2.30462056872495e-14;1.40357276111569;0.259;0.119;9.00369163789464e-10
"BdiBd21-3.1G0395000";"6";"Early GCs";2.34210239061402e-14;-2.30964147388922;0.096;0.289;9.15012561965087e-10
"BdiBd21-3.1G0827100";"6";"Early GCs";2.34610170740441e-14;-1.2346578050348;0.205;0.415;9.16575015048754e-10
"BdiBd21-3.2G0254200";"6";"Early GCs";2.45659680365923e-14;0.742298436593555;0.63;0.475;9.59743239253588e-10
"BdiBd21-3.1G0121200";"6";"Early GCs";2.56398358764552e-14;0.60041476748568;0.702;0.577;1.00169710802135e-09
"BdiBd21-3.1G0260200";"6";"Early GCs";2.75306649273302e-14;0.844092431314282;0.645;0.521;1.07556801738094e-09
"BdiBd21-3.3G0330800";"6";"Early GCs";2.90892172307878e-14;-1.23733278566303;0.298;0.503;1.13645753877242e-09
"BdiBd21-3.3G0182400";"6";"Early GCs";3.07041446367418e-14;-1.06594913181136;0.461;0.604;1.19954952266823e-09
"BdiBd21-3.5G0272900";"6";"Early GCs";3.43586216160374e-14;1.47159363353794;0.274;0.132;1.34232262929535e-09
"BdiBd21-3.2G0782600";"6";"Early GCs";3.50835572823845e-14;-2.22956166066275;0.075;0.266;1.3706444159082e-09
"BdiBd21-3.1G0580500";"6";"Early GCs";3.6134745508808e-14;1.01387636347713;0.548;0.398;1.41171223753811e-09
"BdiBd21-3.3G0553500";"6";"Early GCs";3.6675594336755e-14;-0.849316277551797;0.735;0.781;1.43284211954834e-09
"BdiBd21-3.1G0015100";"6";"Early GCs";3.77995369863522e-14;-1.84613853578189;0.175;0.378;1.47675231098281e-09
"BdiBd21-3.2G0613400";"6";"Early GCs";3.81775883862502e-14;0.837965229494856;0.633;0.488;1.49152202307402e-09
"BdiBd21-3.1G0614700";"6";"Early GCs";3.82240221769547e-14;0.723913878236498;0.59;0.42;1.49333609840927e-09
"BdiBd21-3.5G0085500";"6";"Early GCs";3.87326096317231e-14;-1.53890797256871;0.09;0.283;1.51320559309216e-09
"BdiBd21-3.1G0644500";"6";"Early GCs";4.07934736368026e-14;-1.25233117830961;0.117;0.326;1.5937194280426e-09
"BdiBd21-3.2G0422800";"6";"Early GCs";4.08183942147609e-14;0.885017634021556;0.563;0.417;1.59469302518228e-09
"BdiBd21-3.1G0122500";"6";"Early GCs";4.09516208123743e-14;0.949958937185853;0.623;0.482;1.59989792189784e-09
"BdiBd21-3.2G0214200";"6";"Early GCs";4.12782268192799e-14;1.14584758382265;0.452;0.294;1.61265776537563e-09
"BdiBd21-3.4G0055600";"6";"Early GCs";4.24993048357993e-14;-1.09162637848386;0.557;0.681;1.66036284132501e-09
"BdiBd21-3.3G0196500";"6";"Early GCs";4.25615345726344e-14;-2.22919670290196;0.099;0.29;1.66279403268368e-09
"BdiBd21-3.3G0651500";"6";"Early GCs";4.26872115272034e-14;0.795657350444819;0.633;0.482;1.66770397994478e-09
"BdiBd21-3.2G0669300";"6";"Early GCs";4.35513606951108e-14;-1.71400380303847;0.145;0.343;1.70146455963659e-09
"BdiBd21-3.1G0045900";"6";"Early GCs";4.38833314083015e-14;-1.57278740206431;0.262;0.467;1.71443399145952e-09
"BdiBd21-3.3G0200600";"6";"Early GCs";4.46708841568109e-14;0.931487499352941;0.367;0.201;1.74520210223829e-09
"BdiBd21-3.2G0228100";"6";"Early GCs";4.58686604687266e-14;0.540813903270719;0.828;0.707;1.79199682719221e-09
"BdiBd21-3.1G0087500";"6";"Early GCs";4.73596058315103e-14;0.973270005429304;0.503;0.349;1.85024508062545e-09
"BdiBd21-3.1G0019400";"6";"Early GCs";4.81071790246652e-14;-1.59560987337506;0.114;0.316;1.87945127013562e-09
"BdiBd21-3.4G0325300";"6";"Early GCs";4.87004911878258e-14;1.12249180602027;0.494;0.344;1.90263078972598e-09
"BdiBd21-3.4G0294700";"6";"Early GCs";4.88699612381053e-14;-1.91192481506488;0.145;0.343;1.9092516456503e-09
"BdiBd21-3.3G0436300";"6";"Early GCs";5.02852693418768e-14;1.24344568429223;0.334;0.183;1.96454490264844e-09
"BdiBd21-3.1G1025600";"6";"Early GCs";5.06251193320309e-14;0.808442072377173;0.572;0.41;1.97782216206378e-09
"BdiBd21-3.1G0053600";"6";"Early GCs";5.2109848898302e-14;-0.695136241791537;0.81;0.826;2.03582757675886e-09
"BdiBd21-3.1G0905900";"6";"Early GCs";5.39517259446925e-14;-1.42623110241871;0.301;0.491;2.10778602920725e-09
"BdiBd21-3.1G0243800";"6";"Early GCs";5.47549203985355e-14;1.59683991467737;0.259;0.123;2.13916523012998e-09
"BdiBd21-3.2G0259900";"6";"Early GCs";5.69546548946652e-14;0.974038377170862;0.539;0.39;2.22510445742478e-09
"BdiBd21-3.4G0428200";"6";"Early GCs";6.20671748754804e-14;0.906199719487807;0.608;0.459;2.42484038803527e-09
"BdiBd21-3.4G0537600";"6";"Early GCs";6.24742048016176e-14;0.886657383497871;0.645;0.499;2.4407422331896e-09
"BdiBd21-3.1G0875700";"6";"Early GCs";6.31967062587938e-14;-2.63620503768668;0.13;0.315;2.46896892011855e-09
"BdiBd21-3.3G0552800";"6";"Early GCs";6.55221399465812e-14;-2.63636498681628;0.102;0.283;2.55981896343303e-09
"BdiBd21-3.5G0318300";"6";"Early GCs";6.57622619652553e-14;-1.82427927697691;0.099;0.302;2.56920005045859e-09
"BdiBd21-3.3G0302500";"6";"Early GCs";6.86157517408417e-14;1.67160284832268;0.283;0.146;2.68068018901121e-09
"BdiBd21-3.5G0267200";"6";"Early GCs";7.17142627141959e-14;-1.20238443295353;0.295;0.483;2.8017328157182e-09
"BdiBd21-3.1G0343600";"6";"Early GCs";7.19740453200346e-14;0.797439023262669;0.696;0.558;2.81188200256311e-09
"BdiBd21-3.3G0716400";"6";"Early GCs";7.58941963303754e-14;-0.941089159266461;0.672;0.746;2.96503446223511e-09
"BdiBd21-3.1G0129100";"6";"Early GCs";7.9662078883e-14;-2.66298030660946;0.295;0.439;3.11223809780105e-09
"BdiBd21-3.3G0540600";"6";"Early GCs";9.21632880393723e-14;-0.988993683188495;0.801;0.801;3.6006353371222e-09
"BdiBd21-3.1G0333000";"6";"Early GCs";9.60686874929791e-14;-1.37739280035364;0.578;0.682;3.75321148297571e-09
"BdiBd21-3.3G0701300";"6";"Early GCs";1.00362990744102e-13;0.61191837473222;0.792;0.663;3.92098132239058e-09
"BdiBd21-3.1G0245000";"6";"Early GCs";1.08889687427534e-13;-1.99316666855896;0.148;0.329;4.25410230841892e-09
"BdiBd21-3.2G0681000";"6";"Early GCs";1.12228861632063e-13;-1.90918303805162;0.12;0.314;4.38455716624145e-09
"BdiBd21-3.1G0282500";"6";"Early GCs";1.15072200874429e-13;-0.776183050387196;0.858;0.834;4.49564074376219e-09
"BdiBd21-3.1G0800900";"6";"Early GCs";1.17457569724589e-13;-0.855178133469706;0.605;0.7;4.58883233400025e-09
"BdiBd21-3.4G0181000";"6";"Early GCs";1.18932714040345e-13;-0.993748614271415;0.63;0.682;4.6464632721282e-09
"BdiBd21-3.5G0283500";"6";"Early GCs";1.22717211297474e-13;-0.839619726070272;0.849;0.827;4.7943160109697e-09
"BdiBd21-3.5G0262000";"6";"Early GCs";1.26189074985868e-13;1.08860900824167;0.506;0.362;4.92995478154789e-09
"BdiBd21-3.1G0080400";"6";"Early GCs";1.29179765208888e-13;-1.26084150170255;0.25;0.462;5.04679506718084e-09
"BdiBd21-3.2G0667500";"6";"Early GCs";1.29336376397784e-13;-1.29325530601923;0.259;0.449;5.05291355310864e-09
"BdiBd21-3.1G0850200";"6";"Early GCs";1.31891645544274e-13;1.04575312059519;0.485;0.338;5.1527428081237e-09
"BdiBd21-3.4G0208300";"6";"Early GCs";1.33473900992962e-13;0.709402976083954;0.512;0.328;5.21455836399303e-09
"BdiBd21-3.1G0634900";"6";"Early GCs";1.34378820784494e-13;-0.7111215324178;0.864;0.857;5.24991177040862e-09
"BdiBd21-3.2G0279033";"6";"Early GCs";1.34489705979359e-13;-1.78150671278537;0.148;0.344;5.25424383320158e-09
"BdiBd21-3.5G0144600";"6";"Early GCs";1.3593144302499e-13;-2.47189430611528;0.075;0.254;5.3105696161003e-09
